"id_sscc","Periodo","Edad_media_de_la_población","Porcentaje_de_población_menor_de_18_años","Porcentaje_de_población_de_65_y_más_años","Tamaño_medio_del_hogar","Porcentaje_de_hogares_unipersonales","Población","Porcentaje_de_población_española","Índice_de_Gini","Distribución_de_la_renta_P80/P20","Renta_neta_media_por_persona_","Renta_neta_media_por_hogar","Media_de_la_renta_por_unidad_de_consumo","Mediana_de_la_renta_por_unidad_de_consumo","Renta_bruta_media_por_persona","Renta_bruta_media_por_hogar","tipo_eleccion","anyo_proceso","mes_proceso","id_ca","n_censo_ine","n_escrutinio_censo","n_escrutinio_censo_extr","n_votantes_censo_extr","n_partici_primer_av","n_partici_segund_av","n_vot_blanco","n_vot_nulos","PSOE","PP","Cs","ERC","VOX","JUNTS","PNV","PODEMOS_IU","EH_Bildu","BNG","CUP","N_VOTOS","P_PSOE","P_PP","P_Cs","P_ERC","P_VOX","P_JUNTS","P_PODEMOS_IU","P_CUP"
"0801903033",2019,43.1,16,19.4,2.61,31.5,1459,70.5,29.3,2.7,10135,26921,15000,14350,11572,30739,2,2019,11,9,892,892,0,0,305,437,7,3,156,42,47,77,53,23,0,84,0,0,16,498,0.313253012048193,0.0843373493975904,0.0943775100401606,0.154618473895582,0.106425702811245,0.0461847389558233,0.168674698795181,0.0321285140562249
"0801903034",2019,44,13.8,18.2,2.56,26.4,1534,83.7,28,2.4,13361,34367,19794,19250,15868,40816,2,2019,11,9,1136,1136,0,0,453,662,8,1,223,49,40,152,60,44,0,148,0,0,28,744,0.299731182795699,0.0658602150537634,0.0537634408602151,0.204301075268817,0.0806451612903226,0.0591397849462366,0.198924731182796,0.0376344086021505
"0801903035",2019,46.5,12.4,24,2.56,27.1,2280,85.4,27.9,2.5,14046,36288,20622,19250,16796,43391,2,2019,11,9,1745,1745,0,0,637,1047,6,12,341,149,101,228,80,70,0,213,0,0,40,1222,0.279050736497545,0.121931260229133,0.0826513911620295,0.18657937806874,0.0654664484451719,0.0572831423895254,0.17430441898527,0.0327332242225859
"0801903036",2019,43.1,16.6,19.4,2.46,29.1,2404,84.5,29.8,2.7,15173,37486,22246,21350,18697,46191,2,2019,11,9,1709,1709,0,0,655,1010,4,4,274,122,94,254,102,119,0,213,0,0,73,1251,0.219024780175859,0.0975219824140687,0.0751398880895284,0.203037569944045,0.0815347721822542,0.0951239008792966,0.170263788968825,0.0583533173461231
"0801903037",2019,44.4,12,16.1,2.61,22.8,1041,89.8,26.1,2.4,14163,37316,21098,20650,17264,45487,2,2019,11,9,852,852,0,0,343,535,0,3,147,53,52,136,41,32,0,116,0,0,33,610,0.240983606557377,0.0868852459016393,0.0852459016393443,0.222950819672131,0.0672131147540984,0.0524590163934426,0.19016393442623,0.0540983606557377
"0801903038",2019,42.6,18.7,22,2.7,21,963,91.3,28.4,2.7,10125,27557,15477,15050,11444,31145,2,2019,11,9,721,721,0,0,243,351,1,4,93,36,22,52,26,19,0,132,0,0,13,393,0.236641221374046,0.0916030534351145,0.0559796437659033,0.132315521628499,0.0661577608142494,0.0483460559796438,0.33587786259542,0.0330788804071247
"0801903039",2019,41,19,17.2,2.61,29.3,2512,76.2,30.7,2.6,10066,26497,14908,14350,11558,30425,2,2019,11,9,1603,1603,0,0,567,825,4,3,285,97,87,127,85,23,0,197,0,0,23,924,0.308441558441558,0.104978354978355,0.0941558441558442,0.137445887445887,0.091991341991342,0.0248917748917749,0.213203463203463,0.0248917748917749
"0801903040",2019,48.2,10.7,27.2,2.19,31.6,1444,87.5,29.6,2.7,17931,39403,25351,24150,22149,48674,2,2019,11,9,1176,1176,0,0,508,836,8,0,185,71,58,218,42,60,0,141,0,0,50,825,0.224242424242424,0.0860606060606061,0.0703030303030303,0.264242424242424,0.0509090909090909,0.0727272727272727,0.170909090909091,0.0606060606060606
"0801903041",2019,44.2,12.8,21.9,2.44,33.8,1416,77.2,30.9,2.9,14535,35671,21177,19250,17710,43465,2,2019,11,9,976,976,0,0,402,565,3,1,163,53,36,124,41,64,0,113,0,0,49,643,0.253499222395023,0.0824261275272162,0.0559875583203732,0.192846034214619,0.0637636080870918,0.0995334370139969,0.175738724727838,0.0762052877138414
"0801903042",2019,43.5,13.3,19.1,2.44,32.5,1396,74.9,34,3.2,13898,34112,20533,18550,17118,42013,2,2019,11,9,924,924,0,0,356,539,6,4,123,41,31,146,37,72,0,108,0,0,68,626,0.196485623003195,0.0654952076677316,0.0495207667731629,0.233226837060703,0.0591054313099042,0.115015974440895,0.172523961661342,0.108626198083067
"0801903043",2019,45.2,11.3,22.9,2.31,32.1,1513,77.9,32.1,2.9,15633,36298,22145,19950,19263,44725,2,2019,11,9,1190,1190,0,0,453,640,1,4,150,69,32,164,41,79,0,143,0,0,65,743,0.201884253028264,0.0928667563930013,0.0430686406460296,0.220726783310902,0.0551816958277254,0.106325706594886,0.192462987886945,0.0874831763122476
"0801903044",2019,43.8,12.4,19.3,2.41,34.8,1834,72.3,34.9,3.4,13866,34171,20280,17850,16924,41708,2,2019,11,9,1194,1194,0,0,465,684,5,1,157,79,43,166,62,91,0,148,0,0,67,813,0.193111931119311,0.0971709717097171,0.0528905289052891,0.204182041820418,0.0762607626076261,0.111931119311193,0.182041820418204,0.0824108241082411
"0801903045",2019,43.8,14.2,20.6,2.2,40,1083,77.2,29.7,2.7,15284,33904,22094,20650,18794,41690,2,2019,11,9,701,701,0,0,300,432,2,2,111,38,33,109,21,47,0,97,0,0,50,506,0.219367588932806,0.075098814229249,0.0652173913043478,0.215415019762846,0.041501976284585,0.0928853754940712,0.191699604743083,0.0988142292490119
"0801903046",2019,47.7,8.7,27.9,2.37,26.9,1389,82.4,30.4,2.7,18559,44893,26517,24850,23067,55798,2,2019,11,9,1080,1080,0,0,476,702,5,8,176,71,61,173,34,96,0,131,0,0,76,818,0.215158924205379,0.0867970660146699,0.0745721271393643,0.211491442542787,0.0415647921760391,0.117359413202934,0.160146699266504,0.0929095354523227
"0801903047",2019,42.3,12.9,17.2,2.32,35.5,1800,76,33.5,3.2,14274,33524,20590,17850,17510,41125,2,2019,11,9,1211,1211,0,0,494,724,6,3,149,62,37,181,35,105,0,146,0,0,97,812,0.183497536945813,0.0763546798029557,0.0455665024630542,0.222906403940887,0.0431034482758621,0.129310344827586,0.179802955665025,0.119458128078818
"0801903048",2019,47,10.3,24.4,2.26,34.4,1309,78.6,30.7,2.6,17748,40416,25737,22750,21978,50048,2,2019,11,9,955,955,0,0,402,623,4,1,142,64,36,197,34,84,0,123,0,0,55,735,0.193197278911565,0.0870748299319728,0.0489795918367347,0.268027210884354,0.0462585034013605,0.114285714285714,0.16734693877551,0.0748299319727891
"0801903049",2019,44.2,13.9,23,2.42,28.2,1645,73.9,35.3,3.8,15318,37284,22157,19250,18897,45995,2,2019,11,9,1088,1088,0,0,442,662,5,4,150,52,43,176,21,120,0,138,0,0,67,767,0.195567144719687,0.0677966101694915,0.0560625814863103,0.229465449804433,0.0273794002607562,0.15645371577575,0.179921773142112,0.0873533246414602
"0801903050",2019,43.6,10.8,18.8,2.23,34.1,1581,74.1,32.4,2.9,16287,37560,23193,19950,20153,46475,2,2019,11,9,1095,1095,0,0,458,662,4,3,137,54,37,186,42,127,0,141,0,0,76,800,0.17125,0.0675,0.04625,0.2325,0.0525,0.15875,0.17625,0.095
"0801903051",2019,39.5,15.3,12.6,2.45,34,1869,66.6,35.2,3.3,13356,33554,19481,16450,16384,41160,2,2019,11,9,1087,1087,0,0,355,578,5,3,117,41,42,161,19,80,0,135,0,0,69,664,0.176204819277108,0.0617469879518072,0.0632530120481928,0.242469879518072,0.0286144578313253,0.120481927710843,0.203313253012048,0.103915662650602
"0801903052",2019,40.9,14.9,14.9,2.38,32.4,1301,71.3,35.3,3.3,13756,33358,19955,17150,16849,40858,2,2019,11,9,817,817,0,0,307,475,4,0,81,24,13,130,21,77,0,113,0,0,37,496,0.163306451612903,0.0483870967741935,0.0262096774193548,0.262096774193548,0.0423387096774194,0.155241935483871,0.227822580645161,0.0745967741935484
"0801903053",2019,41.9,14.8,17.3,2.39,35,2128,69,34.2,3,13473,33377,19802,17850,16738,41466,2,2019,11,9,1265,1265,0,0,506,710,5,9,155,56,43,214,28,45,0,165,0,0,81,787,0.196950444726811,0.071156289707751,0.0546378653113088,0.271918678526048,0.0355781448538755,0.0571791613722999,0.209656925031766,0.10292249047014
"0801903054",2019,45.4,12.9,22.9,2.44,29.3,1710,78.6,32.5,3.1,15657,38743,22996,20650,19275,47695,2,2019,11,9,1209,1209,0,0,530,759,2,4,181,58,44,210,56,115,0,150,0,0,68,882,0.205215419501134,0.0657596371882086,0.0498866213151927,0.238095238095238,0.0634920634920635,0.130385487528345,0.170068027210884,0.0770975056689342
"0801903055",2019,45.7,10.5,22.4,2.24,37.3,1578,79.1,31.3,2.9,15787,36217,22655,19950,19408,44522,2,2019,11,9,1142,1142,0,0,474,682,1,7,174,54,38,202,30,78,0,144,0,0,57,777,0.223938223938224,0.0694980694980695,0.0489060489060489,0.25997425997426,0.0386100386100386,0.1003861003861,0.185328185328185,0.0733590733590734
"0801903056",2019,46.3,12.7,27.3,2.26,34.9,896,79.5,30.3,3,15483,34947,21894,20650,18598,41978,2,2019,11,9,636,636,0,0,285,408,0,0,80,51,32,121,16,56,0,70,0,0,34,460,0.173913043478261,0.110869565217391,0.0695652173913043,0.26304347826087,0.0347826086956522,0.121739130434783,0.152173913043478,0.0739130434782609
"0801903057",2019,47.6,11.2,27,2.22,34.6,1503,86.6,30.7,2.6,14870,33205,21217,19250,17934,40049,2,2019,11,9,1170,1170,0,0,490,730,3,7,178,58,32,233,32,83,0,166,0,0,68,850,0.209411764705882,0.0682352941176471,0.0376470588235294,0.274117647058824,0.0376470588235294,0.0976470588235294,0.195294117647059,0.08
"0801903058",2019,41.4,17.2,15.2,2.52,26.5,1615,84.9,31.3,2.6,18417,46364,27338,24850,23547,59281,2,2019,11,9,1236,1236,0,0,514,749,9,1,167,53,49,212,40,115,0,168,0,0,66,870,0.191954022988506,0.0609195402298851,0.0563218390804598,0.24367816091954,0.0459770114942529,0.132183908045977,0.193103448275862,0.0758620689655172
"0801903059",2019,46.1,13.3,24.6,2.26,31.7,1185,79.9,29.4,2.6,14331,33327,20327,18550,17149,39882,2,2019,11,9,857,857,0,0,343,525,3,1,126,50,24,135,41,64,0,106,0,0,46,592,0.212837837837838,0.0844594594594595,0.0405405405405405,0.228040540540541,0.0692567567567568,0.108108108108108,0.179054054054054,0.0777027027027027
"0801903060",2019,47.6,12.4,26.4,2.33,28.8,1310,86.7,29.6,2.6,16408,38906,23665,22050,20216,47936,2,2019,11,9,1080,1080,0,0,408,710,3,0,134,44,28,230,25,100,0,145,0,0,98,804,0.166666666666667,0.054726368159204,0.0348258706467662,0.286069651741294,0.0310945273631841,0.124378109452736,0.180348258706468,0.121890547263682
"0801903061",2019,47.2,11.9,25.5,2.2,37,1131,78.3,30.2,2.7,14131,31428,19832,19250,16889,37560,2,2019,11,9,825,825,0,0,335,502,2,0,96,30,21,173,15,86,0,99,0,0,53,573,0.167539267015707,0.0523560209424084,0.0366492146596859,0.301919720767888,0.0261780104712042,0.150087260034904,0.172774869109948,0.0924956369982548
"0801903062",2019,45.6,13.3,23.6,2.17,36.1,1550,85.4,28.3,2.2,15185,33333,21613,19950,18470,40544,2,2019,11,9,1184,1184,0,0,542,763,4,2,128,30,20,238,29,139,0,152,0,0,142,878,0.145785876993166,0.0341685649202733,0.0227790432801822,0.271070615034169,0.0330296127562642,0.158314350797267,0.173120728929385,0.161731207289294
"0801903063",2019,39.1,20.4,14.2,2.55,29.5,1888,79.8,29.8,3,14000,36165,21064,19950,17122,44229,2,2019,11,9,1201,1201,0,0,490,743,4,2,159,48,32,249,21,87,0,178,0,0,98,872,0.182339449541284,0.055045871559633,0.036697247706422,0.285550458715596,0.0240825688073395,0.0997706422018349,0.204128440366972,0.112385321100917
"0801903064",2019,44.6,14.5,20.4,2.48,25.4,1208,87,28.5,2.4,15939,39747,23589,21350,19416,48418,2,2019,11,9,934,934,0,0,344,569,1,5,132,75,33,178,35,69,0,94,0,0,45,661,0.199697428139183,0.113464447806354,0.0499243570347958,0.26928895612708,0.0529500756429652,0.104387291981846,0.142208774583964,0.0680786686838124
"0801903065",2019,46.7,9.9,19.5,2.55,21.5,1350,90.6,27.5,2.5,16074,41293,23639,22050,19696,50598,2,2019,11,9,1133,1133,0,0,511,713,6,3,198,57,45,231,43,65,0,129,0,0,29,797,0.248431618569636,0.0715181932245922,0.0564617314930991,0.289836888331242,0.0539523212045169,0.081555834378921,0.161856963613551,0.0363864491844417
"0801903066",2019,43.7,15.7,19.6,2.54,25.2,2312,83.8,29.6,2.5,14299,36634,21120,20300,17379,44524,2,2019,11,9,1665,1665,0,0,655,1057,9,7,289,129,75,271,48,97,0,223,0,0,80,1212,0.238448844884488,0.106435643564356,0.0618811881188119,0.223597359735974,0.0396039603960396,0.08003300330033,0.183993399339934,0.066006600660066
"0801903067",2019,46.3,13,26,2.44,29.1,1692,84.1,28.9,2.5,15269,38250,22313,20650,18709,46868,2,2019,11,9,1280,1280,0,0,505,777,5,7,182,103,40,219,28,111,0,120,0,0,95,898,0.202672605790646,0.114699331848552,0.044543429844098,0.243875278396437,0.0311804008908686,0.123608017817372,0.133630289532294,0.105790645879733
"0801903068",2019,48,11.8,28.8,2.25,36.5,1151,83.7,28.9,2.3,13845,31509,19797,17150,16553,37672,2,2019,11,9,884,884,0,0,410,585,2,3,121,64,42,130,30,65,0,96,0,0,34,582,0.207903780068729,0.109965635738832,0.0721649484536082,0.223367697594502,0.0515463917525773,0.111683848797251,0.164948453608247,0.0584192439862543
"0801903069",2019,46,13.8,24.9,2.45,27,1207,85.3,28.7,2.6,16326,40296,24163,22750,20071,49538,2,2019,11,9,897,897,0,0,430,641,2,1,174,62,31,156,24,50,0,95,0,0,49,641,0.271450858034321,0.0967238689547582,0.0483619344773791,0.243369734789392,0.0374414976599064,0.078003120124805,0.148205928237129,0.0764430577223089
"0801903070",2019,45.9,11.8,23.5,2.48,29.8,1309,78.2,29.6,2.9,12983,32869,18816,17850,15456,39131,2,2019,11,9,943,943,0,0,354,552,0,0,170,49,36,155,20,65,0,87,0,0,47,629,0.27027027027027,0.0779014308426073,0.0572337042925278,0.246422893481717,0.0317965023847377,0.103338632750397,0.138314785373609,0.0747217806041336
"0801903071",2019,44.2,14.3,20.6,2.28,34.2,1260,78.6,31.7,3.1,12973,30326,18501,16450,15513,36264,2,2019,11,9,864,864,0,0,304,488,1,4,139,42,33,129,36,41,0,94,0,0,46,560,0.248214285714286,0.075,0.0589285714285714,0.230357142857143,0.0642857142857143,0.0732142857142857,0.167857142857143,0.0821428571428571
"0801903072",2019,43.8,12.9,20.4,2.38,34,1456,75.4,32.2,3.2,13389,31816,18880,17150,16079,38209,2,2019,11,9,980,980,0,0,412,580,2,4,146,69,42,151,33,63,0,110,0,0,55,669,0.218236173393124,0.103139013452915,0.062780269058296,0.225710014947683,0.0493273542600897,0.0941704035874439,0.164424514200299,0.0822122571001495
"0801903073",2019,45.1,11.9,21,2.42,32.1,1628,81.6,31.6,2.8,15846,38531,23092,20650,19546,47529,2,2019,11,9,1192,1192,0,0,562,803,4,5,176,73,44,205,45,115,0,134,0,0,85,877,0.200684150513113,0.0832383124287343,0.0501710376282782,0.233751425313569,0.0513112884834664,0.131128848346636,0.152793614595211,0.096921322690992
"0801903074",2019,45.2,14,24,2.33,31.6,1708,81.7,30.7,2.7,15066,35280,22092,20650,18318,42894,2,2019,11,9,1271,1271,0,0,530,789,5,5,189,73,48,211,48,106,0,135,0,0,89,899,0.210233592880979,0.0812013348164627,0.053392658509455,0.234705228031146,0.053392658509455,0.117908787541713,0.150166852057842,0.0989988876529477
"0801903075",2019,43.9,15.7,20.7,2.52,28.6,1727,79.2,33,2.9,14137,35797,20656,17850,17090,43274,2,2019,11,9,1186,1186,0,0,481,736,3,0,189,69,50,241,37,72,0,155,0,0,46,859,0.220023282887078,0.080325960419092,0.0582072176949942,0.280558789289872,0.0430733410942957,0.0838183934807916,0.180442374854482,0.0535506402793946
"0801903076",2019,47,12,26.5,2.34,30.9,1075,79.8,29.1,2.7,13491,31699,19373,17150,16123,37883,2,2019,11,9,757,757,0,0,350,470,3,3,123,57,36,139,25,39,0,84,0,0,30,533,0.230769230769231,0.106941838649156,0.0675422138836773,0.26078799249531,0.0469043151969981,0.0731707317073171,0.157598499061914,0.0562851782363977
"0801903077",2019,45.6,12.7,23.8,2.38,29.9,1321,80.5,29.1,2.6,14128,33958,20403,19250,16955,40755,2,2019,11,9,955,955,0,0,434,599,1,1,157,46,33,162,44,64,0,125,0,0,41,672,0.233630952380952,0.068452380952381,0.0491071428571429,0.241071428571429,0.0654761904761905,0.0952380952380952,0.186011904761905,0.0610119047619048
"0801903078",2019,42.8,14.3,18.4,2.41,33.7,1703,74.7,32.6,3.2,14315,35211,21107,19250,17494,43030,2,2019,11,9,1157,1157,0,0,493,697,2,2,152,60,49,234,28,87,0,130,0,0,68,808,0.188118811881188,0.0742574257425743,0.0606435643564356,0.28960396039604,0.0346534653465347,0.107673267326733,0.160891089108911,0.0841584158415842
"0801903079",2019,42.8,14,18.2,2.47,34.4,1784,72.4,33.3,2.8,12874,32448,18698,16450,15418,38861,2,2019,11,9,1157,1157,0,0,452,661,1,7,181,55,34,189,35,83,0,121,0,0,53,751,0.241011984021305,0.0732356857523302,0.0452729693741678,0.251664447403462,0.0466045272969374,0.11051930758988,0.161118508655127,0.0705725699067909
"0801903080",2019,45.9,12.5,24.5,2.42,29.8,1546,82.3,33.6,3.3,14854,36057,21433,18550,18028,43761,2,2019,11,9,1135,1135,0,0,465,670,3,6,199,70,44,173,46,57,0,118,0,0,47,754,0.263925729442971,0.0928381962864721,0.0583554376657825,0.229442970822281,0.0610079575596817,0.0755968169761273,0.156498673740053,0.0623342175066313
"0801903081",2019,45.6,12.6,23.1,2.48,29.7,1891,78.2,31.4,3,15075,37557,22284,19950,18473,46022,2,2019,11,9,1316,1316,0,0,509,736,5,1,191,88,57,214,44,98,0,122,0,0,61,875,0.218285714285714,0.100571428571429,0.0651428571428571,0.244571428571429,0.0502857142857143,0.112,0.139428571428571,0.0697142857142857
"0801903082",2019,44.5,13.5,20.6,2.45,28.9,1937,77.9,35.3,3.2,16600,41096,24423,20650,20825,51558,2,2019,11,9,1352,1352,0,0,491,825,10,3,186,107,60,246,58,129,0,122,0,0,63,971,0.191555097837281,0.110195674562307,0.0617919670442842,0.253347064881565,0.0597322348094748,0.132852729145211,0.125643666323378,0.0648815653964985
"0801903083",2019,46.1,10.7,23.8,2.35,30.7,1376,81.9,31.4,2.8,16685,39736,24083,21350,20874,49711,2,2019,11,9,1046,1046,0,0,320,660,3,4,150,68,51,198,39,94,0,116,0,0,57,773,0.19404915912031,0.0879689521345408,0.0659767141009056,0.25614489003881,0.0504527813712807,0.121604139715395,0.15006468305304,0.073738680465718
"0801903084",2019,46.7,12.5,30.2,2.35,32.5,1426,86.4,27.5,2.6,16219,38713,23319,22050,19779,47211,2,2019,11,9,1093,1093,0,0,439,682,3,3,166,90,51,177,37,131,0,115,0,0,62,829,0.200241254523522,0.108564535585042,0.0615199034981906,0.21351025331725,0.0446320868516285,0.158021712907117,0.138721351025332,0.074788902291918
"0801903085",2019,44.2,12.7,21.2,2.3,33.6,1366,79.3,32.7,2.9,16535,38062,23976,20650,20721,47697,2,2019,11,9,958,958,0,0,375,581,7,3,173,60,47,160,35,55,0,101,0,0,35,666,0.25975975975976,0.0900900900900901,0.0705705705705706,0.24024024024024,0.0525525525525526,0.0825825825825826,0.151651651651652,0.0525525525525526
"0801903086",2019,48.4,10.9,30.4,2.35,27.7,1236,89,29.6,2.6,19698,46430,28381,25550,25087,59134,2,2019,11,9,1005,1005,0,0,392,661,2,5,157,83,40,169,35,140,0,100,0,0,50,774,0.202842377260982,0.107235142118863,0.0516795865633075,0.218346253229974,0.0452196382428941,0.180878552971576,0.129198966408269,0.0645994832041344
"0801903087",2019,47.8,13.8,28.9,2.34,33,1441,83.2,33.2,2.9,18589,44351,26807,22750,23580,56258,2,2019,11,9,1105,1105,0,0,476,712,10,3,156,80,38,200,45,138,0,107,0,0,61,825,0.189090909090909,0.096969696969697,0.0460606060606061,0.242424242424242,0.0545454545454545,0.167272727272727,0.12969696969697,0.0739393939393939
"0801903088",2019,45.7,13.8,25.4,2.26,35.6,1377,82.8,30.8,2.7,16291,37128,23452,20650,20095,45796,2,2019,11,9,1000,1000,0,0,443,657,7,8,137,72,25,194,22,100,0,121,0,0,86,757,0.180977542932629,0.095112285336856,0.0330250990752972,0.256274768824306,0.0290620871862616,0.132100396301189,0.159841479524439,0.113606340819022
"0801903089",2019,47.7,12.2,28.3,2.33,30.8,1227,87,28.3,2.3,17771,41774,26058,24150,22028,51780,2,2019,11,9,971,971,0,0,331,614,4,3,170,54,35,182,29,93,0,118,0,0,74,755,0.225165562913907,0.071523178807947,0.0463576158940397,0.241059602649007,0.0384105960264901,0.12317880794702,0.156291390728477,0.0980132450331126
"0801903090",2019,46.8,12.2,23.8,2.34,32.6,1020,88.1,31.4,2.4,19466,45935,28466,25550,24717,58327,2,2019,11,9,802,802,0,0,351,529,4,8,96,54,37,156,27,96,0,83,0,0,69,618,0.155339805825243,0.087378640776699,0.0598705501618123,0.252427184466019,0.0436893203883495,0.155339805825243,0.134304207119741,0.111650485436893
"0801903091",2019,43.1,13.8,16.8,2.53,29.9,1467,80,35,3.4,17201,44258,25444,22050,21595,55563,2,2019,11,9,1023,1023,0,0,416,620,3,10,121,34,41,243,22,93,0,130,0,0,76,760,0.159210526315789,0.0447368421052632,0.0539473684210526,0.319736842105263,0.0289473684210526,0.122368421052632,0.171052631578947,0.1
"0801903092",2019,43.5,13.2,19.1,2.29,32.1,1212,81.6,34.4,3.2,16976,39520,24835,21350,21175,49297,2,2019,11,9,871,871,0,0,325,523,3,4,101,38,30,166,23,75,0,130,0,0,64,627,0.161084529505582,0.0606060606060606,0.0478468899521531,0.264752791068581,0.0366826156299841,0.119617224880383,0.207336523125997,0.10207336523126
"0801903093",2019,45.9,12.8,23.2,2.37,31.3,1490,88.9,31.5,2.9,17247,41619,25224,23450,21498,51877,2,2019,11,9,1192,1192,0,0,541,788,5,2,185,57,42,249,36,116,0,150,0,0,67,902,0.20509977827051,0.0631929046563193,0.0465631929046563,0.276053215077605,0.0399113082039911,0.12860310421286,0.16629711751663,0.0742793791574279
"0801903094",2019,45.4,14.7,24,2.21,34.2,1218,86.8,30.2,2.6,17441,38377,25025,22050,21614,47560,2,2019,11,9,910,910,0,0,333,516,1,2,114,45,23,164,31,98,0,98,0,0,51,624,0.182692307692308,0.0721153846153846,0.0368589743589744,0.262820512820513,0.0496794871794872,0.157051282051282,0.157051282051282,0.0817307692307692
"0801903095",2019,44.2,12.5,20.9,2.29,36.3,1626,78.2,32.9,3,15939,36897,22965,19950,19513,45172,2,2019,11,9,1153,1153,0,0,525,762,2,3,172,54,37,215,26,102,0,143,0,0,84,833,0.206482593037215,0.0648259303721489,0.0444177671068427,0.258103241296519,0.0312124849939976,0.122448979591837,0.171668667466987,0.100840336134454
"0801903096",2019,42.1,12.8,15.8,2.4,33.9,1534,74.6,35.3,3.8,13812,33828,20516,18550,17537,42952,2,2019,11,9,1027,1027,0,0,408,621,3,1,137,33,19,183,22,119,0,122,0,0,89,724,0.189226519337017,0.0455801104972376,0.0262430939226519,0.252762430939227,0.0303867403314917,0.164364640883978,0.168508287292818,0.12292817679558
"0801903097",2019,40.1,13.8,12.4,2.41,36.4,1714,64.9,33.7,2.9,11523,28093,16603,14350,13849,33763,2,2019,11,9,983,983,0,0,353,541,2,0,151,33,34,144,27,46,0,137,0,0,69,641,0.235569422776911,0.0514820592823713,0.0530421216848674,0.224648985959438,0.0421216848673947,0.0717628705148206,0.213728549141966,0.107644305772231
"0801903098",2019,41.6,14.9,15.9,2.41,34.4,1413,73.1,33.2,3.1,13577,33401,20028,17150,16370,40271,2,2019,11,9,900,900,0,0,317,512,3,0,103,21,25,143,17,85,0,126,0,0,79,599,0.17195325542571,0.0350584307178631,0.0417362270450751,0.23873121869783,0.0283806343906511,0.141903171953255,0.210350584307179,0.131886477462437
"0801903099",2019,42.8,14.6,17.3,2.22,36.7,979,81.7,32.9,2.7,15162,33945,22106,20650,18614,41674,2,2019,11,9,682,682,0,0,300,432,1,1,84,17,10,137,14,75,0,93,0,0,76,506,0.16600790513834,0.033596837944664,0.0197628458498024,0.270750988142292,0.0276679841897233,0.148221343873518,0.183794466403162,0.150197628458498
"0801903100",2019,43.5,14.6,20.7,2.27,37.2,1297,75.2,33.9,3.1,14582,34042,21018,18550,17916,41824,2,2019,11,9,876,876,0,0,349,552,2,0,90,30,13,182,9,108,0,131,0,0,81,644,0.139751552795031,0.046583850931677,0.0201863354037267,0.282608695652174,0.0139751552795031,0.167701863354037,0.203416149068323,0.125776397515528
"0801903101",2019,44.5,13.4,21.5,2.21,40,1287,40.7,30.8,2.6,15038,34272,21827,19250,18232,41552,2,2019,11,9,1383,1383,0,0,452,636,2,6,112,33,34,208,31,103,0,127,0,0,81,729,0.15363511659808,0.0452674897119342,0.046639231824417,0.285322359396433,0.0425240054869684,0.141289437585734,0.174211248285322,0.111111111111111
"0801903102",2019,44.2,14.1,21.2,2.26,35.5,1271,76.7,29.9,2.5,15680,36112,22689,20650,19479,44861,2,2019,11,9,893,893,0,0,402,602,2,1,104,37,19,168,23,112,0,114,0,0,100,677,0.153618906942393,0.0546528803545052,0.0280649926144756,0.248153618906942,0.03397341211226,0.165435745937962,0.168389955686854,0.147710487444609
"0801903103",2019,48.9,12.8,31.6,2.24,33.1,1181,88.8,28.9,2.7,15511,35114,22295,21350,18769,42490,2,2019,11,9,953,953,0,0,453,651,6,6,96,52,32,205,22,106,0,130,0,0,61,704,0.136363636363636,0.0738636363636364,0.0454545454545455,0.291193181818182,0.03125,0.150568181818182,0.184659090909091,0.0866477272727273
"0801903104",2019,43.3,12.7,18,2.29,35.1,1399,75.6,33.7,3.2,14540,34395,20826,18550,18018,42623,2,2019,11,9,950,950,0,0,375,550,4,5,106,47,39,173,20,92,0,111,0,0,67,655,0.161832061068702,0.0717557251908397,0.0595419847328244,0.26412213740458,0.0305343511450382,0.140458015267176,0.169465648854962,0.102290076335878
"0801903105",2019,42.5,13.7,18.3,2.25,36.7,1147,79.8,28.4,2.5,14901,33675,21415,20650,18347,41463,2,2019,11,9,810,810,0,0,321,489,5,5,68,20,16,162,18,83,0,124,0,0,93,584,0.116438356164384,0.0342465753424658,0.0273972602739726,0.277397260273973,0.0308219178082192,0.142123287671233,0.212328767123288,0.159246575342466
"0801903106",2019,42,13.7,14.7,2.23,35.7,1238,75.8,33.5,3.2,15592,35282,22260,19950,19469,44056,2,2019,11,9,857,857,0,0,322,494,0,3,75,26,20,161,18,80,0,128,0,0,86,594,0.126262626262626,0.0437710437710438,0.0336700336700337,0.271043771043771,0.0303030303030303,0.134680134680135,0.215488215488215,0.144781144781145
"0801903107",2019,44.7,13.9,22.4,2.28,34.3,1512,80,31.2,2.9,16576,38576,23757,22050,20439,47568,2,2019,11,9,1127,1127,0,0,506,722,0,2,143,49,46,245,31,93,0,151,0,0,101,859,0.166472642607683,0.0570430733410943,0.0535506402793946,0.285215366705471,0.0360884749708964,0.108265424912689,0.175785797438882,0.117578579743888
"0801903108",2019,43,14.8,19,2.39,35.4,1618,74.4,34.3,3.3,15200,37502,22245,19250,18812,46412,2,2019,11,9,1071,1071,0,0,380,637,3,5,91,33,24,218,19,120,0,155,0,0,78,738,0.123306233062331,0.0447154471544715,0.032520325203252,0.295392953929539,0.0257452574525745,0.16260162601626,0.210027100271003,0.105691056910569
